time,thscode,ths_float_ashare_stock,ths_active_buy_large_amt_stock,ths_active_sell_large_amt_stock,ths_active_buy_main_amt_stock,ths_active_sell_main_amt_stock,ths_active_buy_middle_amt_stock,ths_active_sell_middle_amt_stock,ths_active_buy_small_amt_stock,ths_active_sellsmall_amt_stock,ths_dde_stock,ths_net_infow_stock,ths_dde_5d_stock,ths_dde_10d_stock,ths_dde_20d_stock
2014-01-30,600061.SH,429082940,8976823,2224710,4488035,8999549,3821396,14346980,,,2872487,518066,4506666,2296777,-5484172
2014-01-30,000060.SZ,2061011338,0,0,934095,1888813,3180727,5601742,,,-565156,-103579,-2439364,-6264115,-33294828
2014-01-30,600309.SH,2162334720,1185683,11459621,4933408,15048846,10965333,14132642,,,-17368993,-874633,47678568,25718975,-106312197
2014-01-30,002602.SZ,126000000,0,3333395,0,5550889,0,3890606,,,3545418,249326,11123635,10251545,10251545
2014-01-30,002008.SZ,952906663,50180100,103953106,23170343,20949243,19264789,27059198,,,-46356885,-2968303,93352850,134281383,240500372
2014-01-30,600339.SH,578154688,0,0,0,1793801,2108136,7624584,,,-1440859,-329503,-3770166,-2552636,-13390889
2014-01-30,600109.SH,1294071702,91528915,111818770,107979251,101678073,153686650,132421569,,,-22366902,-980392,69677795,58953641,235859758
2014-01-30,600170.SH,845894448,1161723,3510000,2363609,4450715,4078518,8679311,,,-232884,-40353,-8464579,-8758008,-28274623
2014-01-30,000895.SZ,1211729088,15493707,16712805,15101682,33182669,27265769,56974817,,,-15997109,-356001,-66865670,24119117,82440682
2014-01-30,601216.SH,498360000,24458476,87088849,64463846,103794527,112182150,102239631,,,-78006647,-5110299,26072628,-155628745,-132164433
2014-01-30,002450.SZ,940038763,20813835,51017927,6596492,8745754,5716097,12378983,,,-5954028,-294633,20504423,-175037101,-291267389
2014-01-30,600369.SH,2322554562,0,0,1859523,13540645,10843872,20688316,,,-12162098,-1298927,-40160332,979573,-99395991
2014-01-30,600038.SH,337350000,14379452,4668685,28137467,16900906,32920687,25738751,,,33786902,1196697,46366233,59958182,37434298
2014-01-30,600219.SH,1934169114,0,987034,1512882,4752503,1998111,6380600,,,-4160048,-840695,-13165305,-11793144,-26852107
2014-01-30,300122.SZ,145172500,1627755,3633037,1691168,2618088,680686,1833776,,,867937,15784,1725343,-294954,570026
2014-01-30,601800.SH,1349735425,844177,3614915,1222936,8030623,3958284,5579478,,,-5797205,-1523541,-30602390,-40169431,-104143977
2014-01-30,300124.SZ,297026730,21220046,47640675,5334596,5819622,5065743,7167007,,,-12544101,-181199,-3848284,-31271831,-47517675
2014-01-30,000157.SZ,6261489118,1522481,12713215,3651999,13751433,12491315,27626390,,,-20544115,-4054267,-54016346,-64050161,-125070978
2014-01-30,002252.SZ,489600000,12026782,10158660,8454957,6026649,7148421,7713876,,,1661216,34595,-6127227,2033774,16525223
2014-01-30,600023.SH,608169661,0,10950659,5666731,10724872,13594722,29677837,,,-19146624,-3089519,-44844248,-189597833,-368563419
2014-01-30,601018.SH,12800000000,466000,2306496,2587243,2285616,1831170,3320414,,,-2223190,-957993,-652007,-10907643,-32992518
2014-01-30,002558.SZ,15095250,0,444094,569618,824973,587654,1233742,,,-365162,-14268,-45021,-1208187,-10854531
2014-01-30,600028.SH,91051875187,3996206,11537001,3621762,10005437,7888599,8753312,,,-12951981,-2901195,-69925467,-54631852,22059008
2014-01-30,600068.SH,3487458977,1120638,1800100,850518,2942432,3016784,3820724,,,598193,156928,-11852403,-14504763,-29306297
2014-01-30,600606.SH,518320089,,,,,,,,,,,,,
2014-01-30,600809.SH,865848266,2578445,12236793,4059704,66937976,30556814,41697214,,,-68709872,-4148633,-125867409,-107213630,-123841539
2014-01-30,601688.SH,5597672413,3504912,11911412,6197947,26341000,14324758,23160213,,,-45143302,-5287002,-78629120,-136450147,-162292760
2014-01-30,000423.SZ,653784979,6466490,16111473,10073486,14263805,19190842,27238045,,,-21677270,-599031,-220706289,-311827952,-440247633
2014-01-30,601169.SH,7473074257,2150685,11131238,7739914,18149302,7521716,15102927,,,-9230747,-1290736,-2891762,-62180481,-451122360
2014-01-30,000100.SZ,8133536378,113223200,308966820,54395084,85407507,61478816,99077121,,,-117948877,-46683138,389548546,372017179,170202580
2014-01-30,601555.SH,1221380000,3547101,16715014,10163159,19857743,19205917,45987150,,,-22005208,-2765198,-20083152,82389030,-75668610
2014-01-30,000630.SZ,1421578666,0,0,0,6260900,4177579,8016153,,,-3427933,-381441,-24760288,-30630777,-67297901
2014-01-30,300003.SZ,686106725,37768955,28617631,12068904,8084158,16445248,10276913,,,-7416267,-438914,27476593,9165717,-44873033
2014-01-30,002142.SZ,2871278537,945225,6194290,1585585,1789488,1480324,9514878,,,1700881,192705,-14129879,-19783989,-92092555
2014-01-30,600115.SH,7782213860,627299,2433350,1848658,2534155,2059421,3558375,,,-4385418,-1722543,-11878645,-7757859,-42536692
2014-01-30,600547.SH,1423072408,0,4750913,16547039,12408734,32541632,28602168,,,4119590,245336,-23824128,-53107987,-244783618
2014-01-30,600674.SH,2059876710,0,14160724,4895585,8246520,8781769,9757168,,,-14743795,-1389963,-88777348,-138200214,-227950795
2014-01-30,600682.SH,357390185,1722116,0,1808620,2053128,495462,720037,,,1944988,167512,1255309,1751900,14717014
2014-01-30,000961.SZ,1163865007,7013533,3051098,13246263,21092898,22890209,32782259,,,6658843,811121,54106114,102753344,105105931
2014-01-30,002475.SZ,547470000,5267808,17165872,1453344,3165795,1314271,2298353,,,-5609718,-161018,-20465052,-41540877,2772851
2014-01-30,600705.SH,744642154,0,3739147,5897326,14697223,14631737,21514625,,,-6990737,-421267,-34911837,-9271295,-180392878
2014-01-30,600089.SH,2635559840,13740374,23918922,34633920,48844068,52660417,83608772,,,-14422515,-1539908,-95244861,-95244861,-40065361
2014-01-30,002352.SZ,45212078,1106788,3397890,154700,1256087,491982,1475199,,,-1421053,-64175,-6188497,-13009338,-22624125
2014-01-30,000413.SZ,282818885,7437658,1350664,17491331,12414219,20989256,18607212,,,-1263080,-56489,9580400,9381180,18891002
2014-01-30,600487.SH,207082505,0,0,733909,4247264,4604756,8760620,,,-2582285,-123854,2413117,15667916,-8747120
2014-01-30,601919.SH,7475950290,0,0,697253,2217680,2525750,4810013,,,-2285096,-724448,-5012301,-15238815,-34513112
2014-01-30,600346.SH,210000000,0,0,303455,2979069,1359297,3003794,,,-1859279,-277324,-1317121,1206954,-117020
2014-01-30,601111.SH,8329271309,2863317,1403996,4724139,4821603,2260403,7466591,,,-913329,-248960,-18080510,-16485458,-48348945
2014-01-30,000623.SZ,772483248,0,10409197,5388761,14593264,13580785,25595176,,,-14643074,-863532,-17546076,-20847612,-103684645
2014-01-30,600663.SH,1358084000,0,2620784,10812425,11822262,27209827,26137807,,,-6652483,-373269,-9232551,-10060890,-1405511
2014-01-30,601166.SH,16179616701,34760602,86076087,43413109,63746193,44499539,76941266,,,-61745503,-6578824,-218642502,-595247307,-1345451072
2014-01-30,601328.SH,32709053346,8824451,20443957,6108572,14953333,9888605,27281299,,,-17516737,-4624728,83143023,26802931,-211985659
2014-01-30,601238.SH,604316350,0,0,306278,2914260,1684191,5160695,,,264377,35093,-1282312,-3736151,-27497292
2014-01-30,600177.SH,2143605035,,,,,,,,,,,,,-40105994
2014-01-30,000776.SZ,5919291464,5507803,42758366,20617377,41237499,29260810,51732200,,,-38424843,-3327114,-137633409,-147206619,-470299471
2014-01-30,300072.SZ,457123973,25427180,29060602,11869755,9110551,5041702,5842682,,,5433787,257133,82067884,82351970,155700794
2014-01-30,600688.SH,1620000000,590000,6518197,3020241,8161261,6679527,11552007,,,-12256226,-4168330,-66211543,-100635165,-253881536
2014-01-30,000839.SZ,1567602881,4042259,1559714,1802567,2837045,4932533,8327627,,,-357895,-59300,-12956352,11926570,-5459297
2014-01-30,002625.SZ,42057000,1591668,4388147,3330287,4246545,3406395,4345451,,,-2396853,-201350,-3364518,1086402,6770275
2014-01-30,600176.SH,641088000,0,0,2027948,1027140,4924428,4283817,,,-234889,-33661,-15301993,-21899011,-50349719
2014-01-30,601985.SH,,,,,,,,,,,,,,
2014-01-30,600919.SH,,,,,,,,,,,,,,
2014-01-30,601229.SH,,,,,,,,,,,,,,
2014-01-30,601878.SH,,,,,,,,,,,,,,
2014-01-30,300408.SZ,,,,,,,,,,,,,,
2014-01-30,601021.SH,,,,,,,,,,,,,,
2014-01-30,601228.SH,,,,,,,,,,,,,,
2014-01-30,002739.SZ,,,,,,,,,,,,,,
2014-01-30,603799.SH,,,,,,,,,,,,,,
2014-01-30,601211.SH,,,,,,,,,,,,,,
2014-01-30,601212.SH,,,,,,,,,,,,,,
2014-01-30,601611.SH,,,,,,,,,,,,,,
2014-01-30,603260.SH,,,,,,,,,,,,,,
2014-01-30,601828.SH,,,,,,,,,,,,,,
2014-01-30,601198.SH,,,,,,,,,,,,,,
2014-01-30,300433.SZ,,,,,,,,,,,,,,
2014-01-30,001965.SZ,,,,,,,,,,,,,,
2014-01-30,603858.SH,,,,,,,,,,,,,,
2014-01-30,603288.SH,,,,,,,,,,,,,,
2014-01-30,601838.SH,,,,,,,,,,,,,,
2014-01-30,600909.SH,,,,,,,,,,,,,,
2014-01-30,600926.SH,,,,,,,,,,,,,,
2014-01-30,600977.SH,,,,,,,,,,,,,,
2014-01-30,002736.SZ,,,,,,,,,,,,,,
2014-01-30,601881.SH,,,,,,,,,,,,,,
2014-01-30,002925.SZ,,,,,,,,,,,,,,
2014-01-30,600958.SH,,,,,,,,,,,,,,
2014-01-30,601997.SH,,,,,,,,,,,,,,
2014-01-30,001979.SZ,,,,,,,,,,,,,,
2014-01-30,600959.SH,,,,,,,,,,,,,,
2014-01-30,603833.SH,,,,,,,,,,,,,,
2014-01-30,601155.SH,,,,,,,,,,,,,,
2014-01-30,000166.SZ,,,,,,,,,,,,,,
2014-01-30,601108.SH,,,,,,,,,,,,,,
2014-01-30,600025.SH,,,,,,,,,,,,,,
2014-01-30,603160.SH,,,,,,,,,,,,,,
2014-01-30,002797.SZ,,,,,,,,,,,,,,
2014-02-28,300144.SZ,195442202,22045377,35153330,16832039,10722413,7887252,5208500,,,-6026776,-261270,-12672619,-12537259,-25395752
2014-02-28,600029.SH,7022650000,4909597,3493145,4942797,4180516,6764852,6992410,,,-465138,-192162,-64743717,-91576057,-73313583
2014-02-28,600690.SH,2720835940,38291901,10047391,44530919,39388387,69277442,73245689,,,60202231,3321317,-158298005,-99867095,-145531604
2014-02-28,601958.SH,3226604400,0,0,1904432,686984,6469230,6270314,,,1141353,181573,-26363599,-30806592,-43737931
2014-02-28,002673.SZ,628664100,28474155,14444456,13372739,10154595,12859492,10698095,,,7539919,637081,-41370648,-150145664,-194143707
2014-02-28,600031.SH,7593706137,2185175,2173826,8920151,6093394,20830090,21125011,,,-3800773,-672115,-56162666,-163649798,-159267633
2014-02-28,002236.SZ,624801688,50371640,58351739,18169842,22065440,22237840,17616939,,,-36850646,-1233989,-670371585,-873567020,-1048442423
2014-02-28,601988.SH,195742278168,2169644,3252996,4292988,3542100,12050832,12286857,,,-3864080,-1524539,-28942294,21663724,53554341
2014-02-28,002385.SZ,912561927,131035769,49793237,24834374,17875523,16519043,16547230,,,77754264,5732042,-55992291,-251262858,-300423370
2014-02-28,000651.SZ,2986211564,176737170,103102021,115318619,107964464,194058430,160640400,,,42651457,1428458,-1259044334,-1709014201,-1686457623
2014-02-28,002074.SZ,214964332,1471751,2471386,1783465,1884957,3183724,2703391,,,-1370462,-224699,7560792,-13116354,-16517783
2014-02-28,002456.SZ,360352832,0,0,0,0,0,0,,,0,0,0,-94820810,89974297
2014-02-28,000826.SZ,624091754,8602598,5833158,18960310,10916734,25478160,24043369,,,-4307364,-141328,-145214097,-355588300,-324470288
2014-02-28,600886.SH,6786023347,12306239,18928402,13245987,19513265,13111018,16535704,,,-13161358,-3300293,-137698105,-76225320,-236988690
2014-02-28,000786.SZ,575092963,1176851,1147597,2410807,8880454,18538728,22272002,,,-9173210,-637768,-47452445,-113298650,-223785302
2014-02-28,601186.SH,10016245500,1803897,6269630,11951749,15498671,13928248,18171645,,,-6482921,-1632096,-83826460,-156286426,-267803880
2014-02-28,000625.SZ,3387524379,61763718,36345481,98142550,48212463,52499361,40530208,,,29434167,3044185,-390050866,-950445921,-1275748817
2014-02-28,601012.SH,311027436,2110166,3926345,10212834,14061644,17438371,26760399,,,-13562773,-1075741,-75838978,-119370608,-203353754
2014-02-28,300015.SZ,345453960,10704992,7162287,4931584,11928285,7878152,6590890,,,-7830504,-203235,12198905,-10334483,-16437232
2014-02-28,600050.SH,21196596395,46364629,71034887,24966906,40060860,33849601,37711732,,,-37013673,-12117605,-234584922,-190672139,-237941443
2014-02-28,601933.SH,1535800000,1114217,6064779,12755912,16078337,32469477,33932553,,,-3216838,-256673,-70696763,-167376912,-204901944
2014-02-28,002624.SZ,78500000,0,1209858,634964,1114380,1528374,1763991,,,-160101,-24044,-16871438,-38619147,-70802503
2014-02-28,600157.SH,1433947546,5886091,11702910,15378532,13204281,17493240,28007730,,,-18469425,-4229202,-64725411,-65672086,-139121608
2014-02-28,002024.SZ,4940714125,205793500,333189480,64500239,63783553,74581672,69525641,,,-123068601,-13607052,-1120013689,-1429873705,-2209259704
2014-02-28,601099.SH,1653644684,22882557,18233356,45285980,38604006,69158043,56565635,,,7020681,962307,19319241,-245694016,-638510763
2014-02-28,600196.SH,1904392364,114953755,161682120,91858766,129740123,127273619,138946260,,,-111386548,-5227309,-54831975,-47957405,87670791
2014-02-28,600018.SH,20990800132,2487343,2325000,9463334,13177523,16983790,27283726,,,-2822816,-606389,-85902900,-260789336,-273878349
2014-02-28,600900.SH,9745941480,27537829,4424755,10787705,14827258,19633427,25458038,,,20131134,3357593,11999753,-34176903,-67669367
2014-02-28,600271.SH,923400000,39336991,142185670,86821830,103977626,106882629,108761333,,,-108985712,-4743066,-119201323,58807815,76475411
2014-02-28,600585.SH,3999702579,13125367,10523077,49281290,33925745,67149407,42762624,,,10632183,702701,-314834891,-644005165,-782304041
2014-02-28,600016.SH,22588209933,108640167,147671510,115095186,103818341,182280990,150318340,,,1626761,61833,-2706674,-302775455,926532930
2014-02-28,002470.SZ,592540000,12065934,10515821,5113054,3470864,3932983,3234723,,,284610,7959,-138346103,-179854120,-230167941
2014-02-28,601607.SH,1922935018,6470106,8619959,18596287,27211117,31666419,37862335,,,-23701463,-1719616,-109534422,-167866489,-103918677
2014-02-28,600741.SH,2583200175,10529302,17016121,38619698,42772420,29054471,46797369,,,-26107934,-2904629,-126038069,-90987210,-185870523
2014-02-28,600372.SH,902829070,53657564,10584490,19743116,14053083,19443874,21839073,,,20321295,891628,-70500061,-163885371,-191154902
2014-02-28,000768.SZ,2339802190,0,0,6939266,5913574,19581871,22514114,,,3149767,368238,-109266426,-142741921,-117763326
2014-02-28,601390.SH,17092510000,3442516,6117669,5174645,5268417,9552545,6322572,,,-5243225,-2240913,-84367322,-143727274,-162801666
2014-02-28,002065.SZ,647306656,186079110,209965870,21810494,23052239,23773504,16872812,,,6092128,132437,-34043518,-4941566,13407006
2014-02-28,002007.SZ,576121607,19636533,24668012,6045756,11502066,8577827,9992613,,,-13465216,-501339,-70004517,-165125390,-394649558
2014-02-28,601727.SH,9850714660,6333443,0,4465064,2642414,6384887,5700064,,,6129875,1650530,9069595,4752162,706992
2014-02-28,600066.SH,1222649622,51982244,17850687,42647700,21330043,57436101,59873994,,,79085089,4373160,-120958949,-204287409,-109091000
2014-02-28,600570.SH,617805180,23279090,6228168,29775085,35768387,19205334,28370728,,,-4550112,-242391,-589697,-67268776,-63728199
2014-02-28,000568.SZ,1400254476,0,5011714,15763042,10781718,26837215,26331303,,,-560981,-36167,-134072924,-196332456,-167388646
2014-02-28,601718.SH,3857000000,0,1306320,4120216,7833461,4417778,6611150,,,-1826635,-708866,-27109148,-33175068,-43204130
2014-02-28,000959.SZ,1206150119,886880,2326294,2887730,4568201,3079776,4757385,,,-1100679,-526499,-2770511,-14292352,-24467264
2014-02-28,000792.SZ,577154370,0,0,2598225,1884991,12265221,11694082,,,1087578,72279,-29895137,-52473959,-53638961
2014-02-28,300027.SZ,812103000,162726160,168259880,70157189,65023938,40079454,39126190,,,-47194918,-1987113,-544693189,-1000636707,-2607352186
2014-02-28,000338.SZ,971049175,8137493,4388488,19334220,12368183,31958846,23392174,,,12694158,724285,-75484665,-160364991,-183382496
2014-02-28,000963.SZ,279941422,53029184,59746656,9491066,19421869,16183482,24620303,,,-35833486,-813023,-46139313,-118056758,-136016420
2014-02-28,600010.SH,7871012079,27679847,25076342,23964820,40356526,44676181,50927393,,,-10215064,-2392458,55373174,-50156654,-316601893
2014-02-28,002294.SZ,286981740,6685020,11946555,3999702,6507859,5115752,6934583,,,-7031025,-236355,-43898358,-188150295,-322879800
2014-02-28,600104.SH,9242421691,19858855,21418063,31902767,31928316,41276479,47599359,,,-25048038,-2017174,-254112160,-250258177,-400356801
2014-02-28,601377.SH,2079360000,20490895,5138623,29423617,20925937,56725113,32524556,,,17358301,1995484,-18283503,-136426989,-212238550
2014-02-28,300251.SZ,142423050,65173719,61310747,21907709,23293804,19911620,15228960,,,-7283303,-191336,-142968576,-398624404,-872673955
2014-02-28,002500.SZ,2399800000,172781640,55819699,26478854,20318638,19688320,20500965,,,127738957,18946739,94361235,-5654899,21492145
2014-02-28,300059.SZ,511986432,21572884,23943636,10037814,10598768,9372550,10707596,,,4759719,283493,-47868186,-284137711,-468131138
2014-02-28,600887.SH,1833159768,109661242,35089900,93013361,60938923,93649928,88534218,,,87530469,2516388,-435671207,-618748343,-1244980644
2014-02-28,600390.SH,320100000,83642206,62820325,116163889,105368952,134117808,108562533,,,25140213,1477698,23408265,-26033064,-334089707
2014-02-28,002594.SZ,384272435,466634520,351359920,66801926,62757409,64881020,52281840,,,26402398,451934,77756984,-23295215,-89154230
2014-02-28,600816.SH,453849778,0,1075731,6809529,8459565,15068893,14406062,,,-4414694,-320878,-35757683,-87404255,-106854747
2014-02-28,002153.SZ,163053555,18577004,14253578,5198187,7801571,7711957,6296323,,,-7259768,-130007,-25847118,-13048098,-33743256
2014-02-28,601336.SH,1100580772,3350026,10618545,9551794,14704055,34184229,29087696,,,-11249921,-535084,-86182483,-116489488,-190682498
2014-02-28,600703.SH,1349508354,7792008,31158815,17329896,42353668,55273199,49522493,,,-30570356,-1407808,-187222996,-565857530,-927171146
2014-02-28,600660.SH,2002986332,0,10141233,4599498,24201867,16960187,28468502,,,-15874344,-2035321,-97027860,-153069582,-165409827
2014-02-28,601899.SH,15803803650,25167304,27750683,29471598,15136775,28756385,33337315,,,1019112,384942,749959,-89960771,-24539285
2014-02-28,000503.SZ,897924706,18055616,28689010,65070822,45518090,64680610,46782521,,,-16811590,-710239,-76099581,-189022828,-200392579
2014-02-28,002310.SZ,299616281,9456030,7855656,7614256,8060591,11781168,7747828,,,-3719984,-140299,-168743461,-270563456,-414194194
2014-02-28,300017.SZ,101760217,214119380,182466960,31388208,25832347,30980745,23396267,,,556047,4102,-198134350,-220826679,-438501514
2014-02-28,000402.SZ,3024393105,3389638,3047521,9678812,7339906,14463183,8318761,,,-4166154,-923322,-87434952,-83575949,-118649767
2014-02-28,000709.SZ,5089380522,3321161,13852316,2810501,3929048,4259489,5687960,,,-4408192,-2509043,-15983614,-10791746,-8017726
2014-02-28,601766.SH,10116896300,19535526,41295363,19681913,19641633,24516521,22084448,,,-36998688,-9035644,-193542782,-284934937,-539120893
